ROC AUC,Accuracy,Precision,Recall,F1 Score,Type I Error,Type II Error,Epsilon,Batch Size,Noise Multiplier,Learning Rate,Clipping Norm,Sample Ratio,DP Enabled,Run
0.711,0.623,0.189,0.675,0.295,0.384,0.325,3.035,64,1.5,0.001,0.5,0.1,True,9
0.706,0.627,0.184,0.636,0.285,0.374,0.364,3.035,64,1.5,0.001,1.0,0.1,True,9
0.714,0.664,0.194,0.595,0.293,0.327,0.405,3.035,64,1.5,0.001,2.0,0.1,True,9
0.759,0.66,0.215,0.718,0.331,0.348,0.282,3.035,64,1.5,0.003,0.5,0.1,True,9
0.736,0.638,0.202,0.711,0.315,0.372,0.289,3.035,64,1.5,0.003,1.0,0.1,True,9
0.743,0.645,0.205,0.708,0.318,0.363,0.292,3.035,64,1.5,0.003,2.0,0.1,True,9
0.75,0.672,0.22,0.709,0.336,0.333,0.291,3.035,64,1.5,0.005,0.5,0.1,True,9
0.759,0.678,0.224,0.709,0.34,0.326,0.291,3.035,64,1.5,0.005,1.0,0.1,True,9
0.761,0.674,0.221,0.707,0.337,0.33,0.293,3.035,64,1.5,0.005,2.0,0.1,True,9
0.714,0.655,0.197,0.636,0.301,0.343,0.364,2.105,64,2.0,0.001,0.5,0.1,True,9
0.674,0.595,0.174,0.659,0.275,0.414,0.341,2.105,64,2.0,0.001,1.0,0.1,True,9
0.695,0.574,0.172,0.694,0.276,0.442,0.306,2.105,64,2.0,0.001,2.0,0.1,True,9
0.743,0.661,0.212,0.698,0.325,0.344,0.302,2.105,64,2.0,0.003,0.5,0.1,True,9
0.728,0.652,0.202,0.671,0.311,0.351,0.329,2.105,64,2.0,0.003,1.0,0.1,True,9
0.741,0.645,0.207,0.718,0.321,0.365,0.282,2.105,64,2.0,0.003,2.0,0.1,True,9
0.759,0.666,0.219,0.722,0.336,0.342,0.278,2.105,64,2.0,0.005,0.5,0.1,True,9
0.751,0.669,0.218,0.704,0.332,0.336,0.296,2.105,64,2.0,0.005,1.0,0.1,True,9
0.756,0.673,0.219,0.698,0.333,0.33,0.302,2.105,64,2.0,0.005,2.0,0.1,True,9
0.692,0.611,0.181,0.662,0.285,0.395,0.338,13.785,128,0.8,0.001,0.5,0.1,True,9
0.662,0.553,0.164,0.69,0.265,0.465,0.31,13.785,128,0.8,0.001,1.0,0.1,True,9
0.668,0.631,0.179,0.599,0.275,0.365,0.401,13.785,128,0.8,0.001,2.0,0.1,True,9
0.71,0.618,0.188,0.681,0.294,0.39,0.319,13.785,128,0.8,0.003,0.5,0.1,True,9
0.73,0.652,0.202,0.67,0.311,0.35,0.33,13.785,128,0.8,0.003,1.0,0.1,True,9
0.707,0.646,0.191,0.627,0.293,0.351,0.373,13.785,128,0.8,0.003,2.0,0.1,True,9
0.727,0.656,0.202,0.659,0.31,0.344,0.341,13.785,128,0.8,0.005,0.5,0.1,True,9
0.735,0.668,0.209,0.662,0.318,0.331,0.338,13.785,128,0.8,0.005,1.0,0.1,True,9
0.726,0.67,0.206,0.64,0.312,0.326,0.36,13.785,128,0.8,0.005,2.0,0.1,True,9
0.662,0.54,0.168,0.741,0.274,0.486,0.259,7.17,128,1.1,0.001,0.5,0.1,True,9
0.657,0.567,0.165,0.664,0.264,0.446,0.336,7.17,128,1.1,0.001,1.0,0.1,True,9
0.69,0.523,0.166,0.766,0.273,0.509,0.234,7.17,128,1.1,0.001,2.0,0.1,True,9
0.729,0.664,0.207,0.664,0.316,0.336,0.336,7.17,128,1.1,0.003,0.5,0.1,True,9
0.726,0.653,0.206,0.687,0.317,0.352,0.313,7.17,128,1.1,0.003,1.0,0.1,True,9
0.72,0.668,0.204,0.633,0.309,0.327,0.367,7.17,128,1.1,0.003,2.0,0.1,True,9
0.729,0.655,0.204,0.671,0.313,0.348,0.329,7.17,128,1.1,0.005,0.5,0.1,True,9
0.729,0.655,0.202,0.663,0.31,0.346,0.337,7.17,128,1.1,0.005,1.0,0.1,True,9
0.722,0.653,0.202,0.668,0.311,0.349,0.332,7.17,128,1.1,0.005,2.0,0.1,True,9
0.681,0.549,0.168,0.723,0.273,0.474,0.277,4.446,128,1.5,0.001,0.5,0.1,True,9
0.696,0.647,0.186,0.595,0.283,0.346,0.405,4.446,128,1.5,0.001,1.0,0.1,True,9
0.68,0.537,0.165,0.731,0.27,0.489,0.269,4.446,128,1.5,0.001,2.0,0.1,True,9
0.702,0.629,0.185,0.637,0.287,0.372,0.363,4.446,128,1.5,0.003,0.5,0.1,True,9
0.722,0.635,0.198,0.697,0.309,0.373,0.303,4.446,128,1.5,0.003,1.0,0.1,True,9
0.705,0.641,0.195,0.664,0.302,0.362,0.336,4.446,128,1.5,0.003,2.0,0.1,True,9
0.734,0.676,0.214,0.661,0.323,0.322,0.339,4.446,128,1.5,0.005,0.5,0.1,True,9
0.736,0.647,0.206,0.708,0.32,0.361,0.292,4.446,128,1.5,0.005,1.0,0.1,True,9
0.728,0.663,0.205,0.656,0.313,0.336,0.344,4.446,128,1.5,0.005,2.0,0.1,True,9
0.691,0.624,0.187,0.66,0.291,0.38,0.34,3.051,128,2.0,0.001,0.5,0.1,True,9
0.694,0.564,0.172,0.716,0.278,0.456,0.284,3.051,128,2.0,0.001,1.0,0.1,True,9
0.678,0.592,0.17,0.643,0.269,0.415,0.357,3.051,128,2.0,0.001,2.0,0.1,True,9
0.72,0.671,0.203,0.62,0.306,0.322,0.38,3.051,128,2.0,0.003,0.5,0.1,True,9
0.721,0.652,0.201,0.661,0.308,0.349,0.339,3.051,128,2.0,0.003,1.0,0.1,True,9
0.704,0.628,0.188,0.655,0.292,0.376,0.345,3.051,128,2.0,0.003,2.0,0.1,True,9
0.726,0.656,0.2,0.648,0.306,0.343,0.352,3.051,128,2.0,0.005,0.5,0.1,True,9
0.734,0.662,0.206,0.665,0.315,0.339,0.335,3.051,128,2.0,0.005,1.0,0.1,True,9
0.706,0.644,0.189,0.619,0.289,0.352,0.381,3.051,128,2.0,0.005,2.0,0.1,True,9
0.883,0.806,0.353,0.796,0.49,0.193,0.204,inf,16,0.0,0.001,0.0,0.05,False,9
0.879,0.816,0.366,0.785,0.5,0.18,0.215,inf,16,0.0,0.003,0.0,0.05,False,9
0.883,0.795,0.343,0.821,0.484,0.209,0.179,inf,16,0.0,0.005,0.0,0.05,False,9
0.88,0.804,0.352,0.801,0.489,0.195,0.199,inf,32,0.0,0.001,0.0,0.05,False,9
0.882,0.79,0.339,0.835,0.482,0.216,0.165,inf,32,0.0,0.003,0.0,0.05,False,9
0.881,0.811,0.362,0.802,0.499,0.187,0.198,inf,32,0.0,0.005,0.0,0.05,False,9
0.886,0.803,0.354,0.827,0.495,0.2,0.173,inf,64,0.0,0.001,0.0,0.05,False,9
0.871,0.8,0.346,0.794,0.482,0.199,0.206,inf,64,0.0,0.003,0.0,0.05,False,9
0.877,0.797,0.344,0.817,0.485,0.206,0.183,inf,64,0.0,0.005,0.0,0.05,False,9
0.877,0.818,0.369,0.782,0.501,0.177,0.218,inf,128,0.0,0.001,0.0,0.05,False,9
0.878,0.793,0.339,0.811,0.478,0.21,0.189,inf,128,0.0,0.003,0.0,0.05,False,9
0.881,0.811,0.361,0.795,0.496,0.186,0.205,inf,128,0.0,0.005,0.0,0.05,False,9
0.731,0.652,0.204,0.681,0.314,0.352,0.319,6.253,16,0.8,0.001,0.5,0.05,True,9
0.721,0.641,0.196,0.664,0.302,0.362,0.336,6.253,16,0.8,0.001,1.0,0.05,True,9
0.709,0.634,0.194,0.672,0.301,0.371,0.328,6.253,16,0.8,0.001,2.0,0.05,True,9
0.758,0.693,0.231,0.698,0.347,0.308,0.302,6.253,16,0.8,0.003,0.5,0.05,True,9
0.764,0.698,0.233,0.691,0.349,0.301,0.309,6.253,16,0.8,0.003,1.0,0.05,True,9
0.769,0.689,0.232,0.717,0.351,0.315,0.283,6.253,16,0.8,0.003,2.0,0.05,True,9
0.774,0.718,0.244,0.674,0.358,0.277,0.326,6.253,16,0.8,0.005,0.5,0.05,True,9
0.784,0.752,0.269,0.653,0.381,0.235,0.347,6.253,16,0.8,0.005,1.0,0.05,True,9
0.788,0.744,0.269,0.688,0.386,0.248,0.312,6.253,16,0.8,0.005,2.0,0.05,True,9
0.726,0.653,0.205,0.682,0.315,0.351,0.318,3.296,16,1.1,0.001,0.5,0.05,True,9
0.726,0.623,0.192,0.695,0.301,0.386,0.305,3.296,16,1.1,0.001,1.0,0.05,True,9
0.72,0.617,0.189,0.692,0.297,0.393,0.308,3.296,16,1.1,0.001,2.0,0.05,True,9
0.763,0.703,0.236,0.687,0.351,0.295,0.313,3.296,16,1.1,0.003,0.5,0.05,True,9
0.763,0.675,0.222,0.712,0.339,0.33,0.288,3.296,16,1.1,0.003,1.0,0.05,True,9
0.754,0.662,0.214,0.706,0.328,0.344,0.294,3.296,16,1.1,0.003,2.0,0.05,True,9
0.775,0.728,0.251,0.669,0.366,0.264,0.331,3.296,16,1.1,0.005,0.5,0.05,True,9
0.784,0.751,0.271,0.667,0.385,0.238,0.333,3.296,16,1.1,0.005,1.0,0.05,True,9
0.775,0.715,0.243,0.681,0.359,0.281,0.319,3.296,16,1.1,0.005,2.0,0.05,True,9
0.734,0.647,0.204,0.695,0.316,0.359,0.305,2.093,16,1.5,0.001,0.5,0.05,True,9
0.703,0.617,0.185,0.668,0.29,0.389,0.332,2.093,16,1.5,0.001,1.0,0.05,True,9
0.725,0.671,0.205,0.627,0.309,0.323,0.373,2.093,16,1.5,0.001,2.0,0.05,True,9
0.77,0.708,0.239,0.682,0.354,0.289,0.318,2.093,16,1.5,0.003,0.5,0.05,True,9
0.753,0.683,0.222,0.681,0.334,0.317,0.319,2.093,16,1.5,0.003,1.0,0.05,True,9
0.77,0.685,0.229,0.718,0.348,0.32,0.282,2.093,16,1.5,0.003,2.0,0.05,True,9
0.78,0.756,0.271,0.639,0.38,0.228,0.361,2.093,16,1.5,0.005,0.5,0.05,True,9
0.768,0.728,0.248,0.655,0.36,0.262,0.345,2.093,16,1.5,0.005,1.0,0.05,True,9
0.775,0.745,0.262,0.649,0.373,0.242,0.351,2.093,16,1.5,0.005,2.0,0.05,True,9
0.722,0.646,0.203,0.69,0.313,0.36,0.31,1.462,16,2.0,0.001,0.5,0.05,True,9
0.721,0.632,0.197,0.698,0.307,0.377,0.302,1.462,16,2.0,0.001,1.0,0.05,True,9
0.728,0.652,0.206,0.69,0.317,0.353,0.31,1.462,16,2.0,0.001,2.0,0.05,True,9
0.747,0.689,0.225,0.677,0.337,0.31,0.323,1.462,16,2.0,0.003,0.5,0.05,True,9
0.765,0.701,0.234,0.687,0.35,0.297,0.313,1.462,16,2.0,0.003,1.0,0.05,True,9
0.755,0.694,0.229,0.68,0.342,0.304,0.32,1.462,16,2.0,0.003,2.0,0.05,True,9
0.785,0.774,0.287,0.628,0.394,0.206,0.372,1.462,16,2.0,0.005,0.5,0.05,True,9
0.783,0.749,0.268,0.661,0.381,0.239,0.339,1.462,16,2.0,0.005,1.0,0.05,True,9
0.78,0.732,0.256,0.68,0.372,0.261,0.32,1.462,16,2.0,0.005,2.0,0.05,True,9
0.707,0.58,0.177,0.709,0.283,0.437,0.291,9.233,32,0.8,0.001,0.5,0.05,True,9
0.705,0.623,0.188,0.668,0.293,0.383,0.332,9.233,32,0.8,0.001,1.0,0.05,True,9
0.707,0.613,0.188,0.694,0.295,0.398,0.306,9.233,32,0.8,0.001,2.0,0.05,True,9
0.754,0.657,0.212,0.707,0.326,0.349,0.293,9.233,32,0.8,0.003,0.5,0.05,True,9
0.739,0.661,0.211,0.692,0.323,0.343,0.308,9.233,32,0.8,0.003,1.0,0.05,True,9
0.741,0.646,0.206,0.708,0.319,0.362,0.292,9.233,32,0.8,0.003,2.0,0.05,True,9
0.753,0.669,0.22,0.717,0.337,0.337,0.283,9.233,32,0.8,0.005,0.5,0.05,True,9
0.761,0.684,0.225,0.696,0.34,0.318,0.304,9.233,32,0.8,0.005,1.0,0.05,True,9
0.755,0.684,0.223,0.685,0.337,0.316,0.315,9.233,32,0.8,0.005,2.0,0.05,True,9
0.709,0.619,0.188,0.68,0.295,0.388,0.32,4.839,32,1.1,0.001,0.5,0.05,True,9
0.7,0.612,0.182,0.66,0.285,0.394,0.34,4.839,32,1.1,0.001,1.0,0.05,True,9
0.702,0.588,0.182,0.725,0.291,0.431,0.275,4.839,32,1.1,0.001,2.0,0.05,True,9
0.728,0.641,0.204,0.711,0.316,0.369,0.289,4.839,32,1.1,0.003,0.5,0.05,True,9
0.731,0.649,0.202,0.68,0.312,0.355,0.32,4.839,32,1.1,0.003,1.0,0.05,True,9
0.742,0.642,0.206,0.721,0.32,0.369,0.279,4.839,32,1.1,0.003,2.0,0.05,True,9
0.752,0.652,0.211,0.72,0.326,0.357,0.28,4.839,32,1.1,0.005,0.5,0.05,True,9
0.759,0.657,0.214,0.722,0.33,0.352,0.278,4.839,32,1.1,0.005,1.0,0.05,True,9
0.757,0.651,0.21,0.721,0.326,0.359,0.279,4.839,32,1.1,0.005,2.0,0.05,True,9
0.694,0.638,0.189,0.635,0.291,0.362,0.365,3.035,32,1.5,0.001,0.5,0.05,True,9
0.69,0.619,0.182,0.643,0.283,0.384,0.357,3.035,32,1.5,0.001,1.0,0.05,True,9
0.696,0.602,0.182,0.685,0.287,0.409,0.315,3.035,32,1.5,0.001,2.0,0.05,True,9
0.745,0.656,0.21,0.704,0.324,0.351,0.296,3.035,32,1.5,0.003,0.5,0.05,True,9
0.737,0.653,0.207,0.694,0.318,0.353,0.306,3.035,32,1.5,0.003,1.0,0.05,True,9
0.736,0.67,0.212,0.672,0.323,0.331,0.328,3.035,32,1.5,0.003,2.0,0.05,True,9
0.756,0.66,0.215,0.716,0.33,0.347,0.284,3.035,32,1.5,0.005,0.5,0.05,True,9
0.761,0.664,0.214,0.703,0.329,0.341,0.297,3.035,32,1.5,0.005,1.0,0.05,True,9
0.755,0.668,0.218,0.711,0.334,0.337,0.289,3.035,32,1.5,0.005,2.0,0.05,True,9
0.711,0.569,0.177,0.735,0.285,0.453,0.265,2.105,32,2.0,0.001,0.5,0.05,True,9
0.718,0.6,0.187,0.721,0.297,0.416,0.279,2.105,32,2.0,0.001,1.0,0.05,True,9
0.698,0.558,0.172,0.729,0.278,0.465,0.271,2.105,32,2.0,0.001,2.0,0.05,True,9
0.722,0.645,0.2,0.678,0.309,0.359,0.322,2.105,32,2.0,0.003,0.5,0.05,True,9
0.743,0.658,0.213,0.711,0.327,0.349,0.289,2.105,32,2.0,0.003,1.0,0.05,True,9
0.749,0.664,0.214,0.701,0.328,0.341,0.299,2.105,32,2.0,0.003,2.0,0.05,True,9
0.744,0.668,0.214,0.689,0.327,0.335,0.311,2.105,32,2.0,0.005,0.5,0.05,True,9
0.753,0.656,0.214,0.727,0.331,0.354,0.273,2.105,32,2.0,0.005,1.0,0.05,True,9
0.759,0.66,0.215,0.718,0.331,0.348,0.282,2.105,32,2.0,0.005,2.0,0.05,True,9
0.635,0.453,0.15,0.788,0.252,0.591,0.212,13.785,64,0.8,0.001,0.5,0.05,True,9
0.656,0.596,0.17,0.629,0.267,0.408,0.371,13.785,64,0.8,0.001,1.0,0.05,True,9
0.687,0.613,0.18,0.647,0.281,0.392,0.353,13.785,64,0.8,0.001,2.0,0.05,True,9
0.727,0.641,0.201,0.698,0.312,0.367,0.302,13.785,64,0.8,0.003,0.5,0.05,True,9
0.718,0.636,0.197,0.686,0.306,0.371,0.314,13.785,64,0.8,0.003,1.0,0.05,True,9
0.718,0.637,0.197,0.684,0.306,0.369,0.316,13.785,64,0.8,0.003,2.0,0.05,True,9
0.734,0.648,0.204,0.691,0.314,0.358,0.309,13.785,64,0.8,0.005,0.5,0.05,True,9
0.738,0.631,0.199,0.712,0.311,0.38,0.288,13.785,64,0.8,0.005,1.0,0.05,True,9
0.737,0.661,0.209,0.681,0.319,0.342,0.319,13.785,64,0.8,0.005,2.0,0.05,True,9
0.668,0.579,0.17,0.669,0.271,0.433,0.331,7.17,64,1.1,0.001,0.5,0.05,True,9
0.695,0.609,0.184,0.683,0.29,0.401,0.317,7.17,64,1.1,0.001,1.0,0.05,True,9
0.687,0.636,0.184,0.613,0.283,0.361,0.387,7.17,64,1.1,0.001,2.0,0.05,True,9
0.719,0.622,0.191,0.69,0.299,0.387,0.31,7.17,64,1.1,0.003,0.5,0.05,True,9
0.721,0.64,0.199,0.684,0.308,0.366,0.316,7.17,64,1.1,0.003,1.0,0.05,True,9
0.734,0.627,0.197,0.71,0.308,0.384,0.29,7.17,64,1.1,0.003,2.0,0.05,True,9
0.73,0.649,0.204,0.687,0.314,0.356,0.313,7.17,64,1.1,0.005,0.5,0.05,True,9
0.718,0.631,0.195,0.689,0.304,0.377,0.311,7.17,64,1.1,0.005,1.0,0.05,True,9
0.729,0.638,0.199,0.692,0.309,0.369,0.308,7.17,64,1.1,0.005,2.0,0.05,True,9
0.679,0.566,0.168,0.682,0.269,0.449,0.318,4.446,64,1.5,0.001,0.5,0.05,True,9
0.665,0.531,0.157,0.692,0.256,0.491,0.308,4.446,64,1.5,0.001,1.0,0.05,True,9
0.653,0.541,0.158,0.673,0.255,0.477,0.327,4.446,64,1.5,0.001,2.0,0.05,True,9
0.723,0.658,0.206,0.671,0.315,0.344,0.329,4.446,64,1.5,0.003,0.5,0.05,True,9
0.714,0.634,0.19,0.653,0.295,0.368,0.347,4.446,64,1.5,0.003,1.0,0.05,True,9
0.708,0.625,0.188,0.666,0.294,0.38,0.334,4.446,64,1.5,0.003,2.0,0.05,True,9
0.731,0.67,0.207,0.642,0.313,0.327,0.358,4.446,64,1.5,0.005,0.5,0.05,True,9
0.737,0.654,0.208,0.696,0.32,0.352,0.304,4.446,64,1.5,0.005,1.0,0.05,True,9
0.742,0.662,0.213,0.7,0.326,0.344,0.3,4.446,64,1.5,0.005,2.0,0.05,True,9
0.686,0.564,0.169,0.698,0.272,0.454,0.302,3.051,64,2.0,0.001,0.5,0.05,True,9
0.706,0.6,0.183,0.696,0.289,0.412,0.304,3.051,64,2.0,0.001,1.0,0.05,True,9
0.691,0.61,0.182,0.665,0.286,0.397,0.335,3.051,64,2.0,0.001,2.0,0.05,True,9
0.703,0.658,0.196,0.62,0.298,0.337,0.38,3.051,64,2.0,0.003,0.5,0.05,True,9
0.727,0.622,0.193,0.698,0.302,0.388,0.302,3.051,64,2.0,0.003,1.0,0.05,True,9
0.701,0.636,0.189,0.642,0.292,0.365,0.358,3.051,64,2.0,0.003,2.0,0.05,True,9
0.719,0.63,0.195,0.695,0.305,0.379,0.305,3.051,64,2.0,0.005,0.5,0.05,True,9
0.734,0.637,0.201,0.709,0.314,0.373,0.291,3.051,64,2.0,0.005,1.0,0.05,True,9
0.734,0.67,0.212,0.671,0.323,0.33,0.329,3.051,64,2.0,0.005,2.0,0.05,True,9
0.611,0.482,0.147,0.712,0.243,0.549,0.288,20.006,128,0.8,0.001,0.5,0.05,True,9
0.655,0.533,0.161,0.71,0.262,0.49,0.29,20.006,128,0.8,0.001,1.0,0.05,True,9
0.642,0.502,0.154,0.723,0.254,0.527,0.277,20.006,128,0.8,0.001,2.0,0.05,True,9
0.666,0.58,0.17,0.667,0.271,0.431,0.333,20.006,128,0.8,0.003,0.5,0.05,True,9
0.707,0.583,0.179,0.714,0.286,0.435,0.286,20.006,128,0.8,0.003,1.0,0.05,True,9
0.677,0.581,0.173,0.685,0.277,0.433,0.315,20.006,128,0.8,0.003,2.0,0.05,True,9
0.708,0.599,0.185,0.712,0.294,0.416,0.288,20.006,128,0.8,0.005,0.5,0.05,True,9
0.699,0.6,0.177,0.663,0.28,0.408,0.337,20.006,128,0.8,0.005,1.0,0.05,True,9
0.712,0.631,0.193,0.676,0.3,0.375,0.324,20.006,128,0.8,0.005,2.0,0.05,True,9
0.658,0.538,0.162,0.706,0.263,0.485,0.294,10.708,128,1.1,0.001,0.5,0.05,True,9
0.603,0.405,0.131,0.727,0.222,0.638,0.273,10.708,128,1.1,0.001,1.0,0.05,True,9
0.689,0.527,0.167,0.76,0.273,0.504,0.24,10.708,128,1.1,0.001,2.0,0.05,True,9
0.704,0.631,0.188,0.648,0.291,0.371,0.352,10.708,128,1.1,0.003,0.5,0.05,True,9
0.705,0.517,0.165,0.769,0.271,0.517,0.231,10.708,128,1.1,0.003,1.0,0.05,True,9
0.692,0.576,0.175,0.704,0.28,0.441,0.296,10.708,128,1.1,0.003,2.0,0.05,True,9
0.713,0.609,0.191,0.723,0.302,0.406,0.277,10.708,128,1.1,0.005,0.5,0.05,True,9
0.707,0.619,0.188,0.683,0.295,0.39,0.317,10.708,128,1.1,0.005,1.0,0.05,True,9
0.726,0.621,0.196,0.721,0.308,0.393,0.279,10.708,128,1.1,0.005,2.0,0.05,True,9
0.639,0.455,0.153,0.806,0.257,0.592,0.194,6.546,128,1.5,0.001,0.5,0.05,True,9
0.649,0.419,0.148,0.833,0.251,0.636,0.167,6.546,128,1.5,0.001,1.0,0.05,True,9
0.644,0.569,0.161,0.64,0.258,0.44,0.36,6.546,128,1.5,0.001,2.0,0.05,True,9
0.674,0.585,0.169,0.65,0.268,0.423,0.35,6.546,128,1.5,0.003,0.5,0.05,True,9
0.647,0.512,0.158,0.734,0.26,0.518,0.266,6.546,128,1.5,0.003,1.0,0.05,True,9
0.692,0.577,0.179,0.73,0.288,0.443,0.27,6.546,128,1.5,0.003,2.0,0.05,True,9
0.702,0.627,0.189,0.666,0.295,0.378,0.334,6.546,128,1.5,0.005,0.5,0.05,True,9
0.71,0.632,0.193,0.674,0.3,0.374,0.326,6.546,128,1.5,0.005,1.0,0.05,True,9
0.682,0.606,0.183,0.684,0.289,0.405,0.316,6.546,128,1.5,0.005,2.0,0.05,True,9
0.664,0.57,0.167,0.671,0.267,0.443,0.329,4.464,128,2.0,0.001,0.5,0.05,True,9
0.681,0.546,0.166,0.713,0.269,0.476,0.287,4.464,128,2.0,0.001,1.0,0.05,True,9
0.679,0.599,0.179,0.68,0.284,0.412,0.32,4.464,128,2.0,0.001,2.0,0.05,True,9
0.687,0.611,0.183,0.673,0.288,0.397,0.327,4.464,128,2.0,0.003,0.5,0.05,True,9
0.693,0.625,0.183,0.64,0.285,0.377,0.36,4.464,128,2.0,0.003,1.0,0.05,True,9
0.686,0.571,0.173,0.706,0.278,0.447,0.294,4.464,128,2.0,0.003,2.0,0.05,True,9
0.709,0.639,0.193,0.658,0.299,0.363,0.342,4.464,128,2.0,0.005,0.5,0.05,True,9
0.699,0.634,0.188,0.643,0.291,0.367,0.357,4.464,128,2.0,0.005,1.0,0.05,True,9
0.711,0.648,0.199,0.664,0.306,0.354,0.336,4.464,128,2.0,0.005,2.0,0.05,True,9
0.905,0.826,0.388,0.839,0.53,0.176,0.161,inf,16,0.0,0.001,0.0,1.0,False,10
0.902,0.836,0.4,0.809,0.536,0.161,0.191,inf,16,0.0,0.003,0.0,1.0,False,10
0.902,0.832,0.396,0.823,0.535,0.167,0.177,inf,16,0.0,0.005,0.0,1.0,False,10
0.905,0.827,0.389,0.832,0.53,0.173,0.168,inf,32,0.0,0.001,0.0,1.0,False,10
0.905,0.837,0.404,0.829,0.543,0.162,0.171,inf,32,0.0,0.003,0.0,1.0,False,10
0.901,0.837,0.404,0.824,0.542,0.161,0.176,inf,32,0.0,0.005,0.0,1.0,False,10
0.9,0.839,0.407,0.81,0.541,0.157,0.19,inf,64,0.0,0.001,0.0,1.0,False,10
0.903,0.826,0.389,0.848,0.533,0.176,0.152,inf,64,0.0,0.003,0.0,1.0,False,10
0.902,0.825,0.385,0.834,0.527,0.176,0.166,inf,64,0.0,0.005,0.0,1.0,False,10
0.904,0.834,0.399,0.823,0.537,0.165,0.177,inf,128,0.0,0.001,0.0,1.0,False,10
0.902,0.832,0.395,0.82,0.534,0.166,0.18,inf,128,0.0,0.003,0.0,1.0,False,10
0.903,0.826,0.386,0.825,0.526,0.174,0.175,inf,128,0.0,0.005,0.0,1.0,False,10
0.892,0.842,0.406,0.764,0.53,0.148,0.236,1.699,16,0.8,0.001,0.5,1.0,True,10
0.891,0.841,0.402,0.742,0.522,0.146,0.258,1.699,16,0.8,0.001,1.0,1.0,True,10
0.893,0.845,0.411,0.762,0.534,0.144,0.238,1.699,16,0.8,0.001,2.0,1.0,True,10
0.899,0.825,0.383,0.81,0.52,0.173,0.19,1.699,16,0.8,0.003,0.5,1.0,True,10
0.901,0.826,0.385,0.814,0.523,0.172,0.186,1.699,16,0.8,0.003,1.0,1.0,True,10
0.897,0.831,0.389,0.789,0.522,0.164,0.211,1.699,16,0.8,0.003,2.0,1.0,True,10
0.897,0.825,0.382,0.807,0.519,0.173,0.193,1.699,16,0.8,0.005,0.5,1.0,True,10
0.897,0.82,0.375,0.81,0.513,0.179,0.19,1.699,16,0.8,0.005,1.0,1.0,True,10
0.898,0.828,0.387,0.804,0.522,0.169,0.196,1.699,16,0.8,0.005,2.0,1.0,True,10
0.893,0.845,0.412,0.758,0.534,0.144,0.242,0.849,16,1.1,0.001,0.5,1.0,True,10
0.892,0.832,0.391,0.782,0.522,0.161,0.218,0.849,16,1.1,0.001,1.0,1.0,True,10
0.891,0.836,0.397,0.781,0.527,0.157,0.219,0.849,16,1.1,0.001,2.0,1.0,True,10
0.894,0.831,0.39,0.79,0.522,0.164,0.21,0.849,16,1.1,0.003,0.5,1.0,True,10
0.893,0.833,0.393,0.79,0.525,0.162,0.21,0.849,16,1.1,0.003,1.0,1.0,True,10
0.9,0.804,0.357,0.849,0.503,0.202,0.151,0.849,16,1.1,0.003,2.0,1.0,True,10
0.902,0.833,0.395,0.807,0.53,0.164,0.193,0.849,16,1.1,0.005,0.5,1.0,True,10
0.902,0.827,0.388,0.824,0.528,0.172,0.176,0.849,16,1.1,0.005,1.0,1.0,True,10
0.893,0.822,0.377,0.792,0.511,0.174,0.208,0.849,16,1.1,0.005,2.0,1.0,True,10
0.893,0.848,0.417,0.752,0.537,0.139,0.248,0.486,16,1.5,0.001,0.5,1.0,True,10
0.889,0.823,0.379,0.803,0.515,0.175,0.197,0.486,16,1.5,0.001,1.0,1.0,True,10
0.894,0.845,0.412,0.767,0.537,0.145,0.233,0.486,16,1.5,0.001,2.0,1.0,True,10
0.895,0.836,0.398,0.787,0.529,0.158,0.213,0.486,16,1.5,0.003,0.5,1.0,True,10
0.9,0.815,0.371,0.836,0.514,0.187,0.164,0.486,16,1.5,0.003,1.0,1.0,True,10
0.899,0.822,0.377,0.804,0.513,0.176,0.196,0.486,16,1.5,0.003,2.0,1.0,True,10
0.894,0.824,0.381,0.803,0.517,0.173,0.197,0.486,16,1.5,0.005,0.5,1.0,True,10
0.905,0.83,0.392,0.816,0.529,0.168,0.184,0.486,16,1.5,0.005,1.0,1.0,True,10
0.902,0.831,0.392,0.808,0.528,0.166,0.192,0.486,16,1.5,0.005,2.0,1.0,True,10
0.89,0.82,0.374,0.802,0.51,0.178,0.198,0.32,16,2.0,0.001,0.5,1.0,True,10
0.891,0.849,0.417,0.737,0.533,0.136,0.263,0.32,16,2.0,0.001,1.0,1.0,True,10
0.891,0.834,0.395,0.782,0.525,0.159,0.218,0.32,16,2.0,0.001,2.0,1.0,True,10
0.899,0.822,0.379,0.816,0.518,0.177,0.184,0.32,16,2.0,0.003,0.5,1.0,True,10
0.893,0.834,0.394,0.774,0.522,0.158,0.226,0.32,16,2.0,0.003,1.0,1.0,True,10
0.903,0.823,0.382,0.833,0.523,0.179,0.167,0.32,16,2.0,0.003,2.0,1.0,True,10
0.894,0.82,0.375,0.806,0.512,0.178,0.194,0.32,16,2.0,0.005,0.5,1.0,True,10
0.904,0.829,0.39,0.82,0.529,0.17,0.18,0.32,16,2.0,0.005,1.0,1.0,True,10
