ROC AUC,Accuracy,Precision,Recall,F1 Score,Type I Error,Type II Error,Epsilon,Batch Size,Noise Multiplier,Learning Rate,Clipping Norm,Sample Ratio,DP Enabled,Run
0.887,0.827,0.383,0.788,0.516,0.168,0.212,1.058,32,1.1,0.003,0.5,1.0,True,3
0.887,0.828,0.385,0.788,0.517,0.167,0.212,1.058,32,1.1,0.003,1.0,1.0,True,3
0.888,0.834,0.393,0.775,0.522,0.158,0.225,1.058,32,1.1,0.003,2.0,1.0,True,3
0.891,0.824,0.379,0.794,0.513,0.172,0.206,1.058,32,1.1,0.005,0.5,1.0,True,3
0.893,0.817,0.371,0.812,0.509,0.182,0.188,1.058,32,1.1,0.005,1.0,1.0,True,3
0.895,0.819,0.374,0.811,0.512,0.18,0.189,1.058,32,1.1,0.005,2.0,1.0,True,3
0.865,0.777,0.32,0.805,0.458,0.226,0.195,0.643,32,1.5,0.001,0.5,1.0,True,3
0.864,0.778,0.32,0.797,0.457,0.224,0.203,0.643,32,1.5,0.001,1.0,1.0,True,3
0.867,0.803,0.348,0.785,0.483,0.195,0.215,0.643,32,1.5,0.001,2.0,1.0,True,3
0.886,0.831,0.388,0.769,0.516,0.161,0.231,0.643,32,1.5,0.003,0.5,1.0,True,3
0.887,0.821,0.375,0.796,0.51,0.176,0.204,0.643,32,1.5,0.003,1.0,1.0,True,3
0.888,0.813,0.365,0.808,0.503,0.186,0.192,0.643,32,1.5,0.003,2.0,1.0,True,3
0.892,0.835,0.395,0.776,0.524,0.157,0.224,0.643,32,1.5,0.005,0.5,1.0,True,3
0.891,0.835,0.396,0.779,0.525,0.158,0.221,0.643,32,1.5,0.005,1.0,1.0,True,3
0.894,0.787,0.339,0.864,0.487,0.224,0.136,0.643,32,1.5,0.005,2.0,1.0,True,3
0.873,0.803,0.349,0.793,0.485,0.196,0.207,0.449,32,2.0,0.001,0.5,1.0,True,3
0.873,0.802,0.347,0.793,0.483,0.197,0.207,0.449,32,2.0,0.001,1.0,1.0,True,3
0.87,0.794,0.34,0.805,0.478,0.207,0.195,0.449,32,2.0,0.001,2.0,1.0,True,3
0.888,0.816,0.368,0.805,0.505,0.183,0.195,0.449,32,2.0,0.003,0.5,1.0,True,3
0.886,0.833,0.392,0.766,0.518,0.158,0.234,0.449,32,2.0,0.003,1.0,1.0,True,3
0.887,0.829,0.384,0.769,0.512,0.164,0.231,0.449,32,2.0,0.003,2.0,1.0,True,3
0.892,0.826,0.38,0.782,0.512,0.169,0.218,0.449,32,2.0,0.005,0.5,1.0,True,3
0.892,0.832,0.391,0.782,0.521,0.161,0.218,0.449,32,2.0,0.005,1.0,1.0,True,3
0.891,0.831,0.39,0.785,0.521,0.163,0.215,0.449,32,2.0,0.005,2.0,1.0,True,3
0.784,0.675,0.225,0.73,0.344,0.332,0.27,2.763,64,0.8,0.001,0.5,1.0,True,3
0.795,0.7,0.243,0.739,0.365,0.306,0.261,2.763,64,0.8,0.001,1.0,1.0,True,3
0.789,0.683,0.231,0.736,0.352,0.324,0.264,2.763,64,0.8,0.001,2.0,1.0,True,3
0.886,0.765,0.316,0.868,0.463,0.249,0.132,2.763,64,0.8,0.003,0.5,1.0,True,3
0.885,0.778,0.328,0.856,0.474,0.232,0.144,2.763,64,0.8,0.003,1.0,1.0,True,3
0.887,0.789,0.339,0.846,0.484,0.219,0.154,2.763,64,0.8,0.003,2.0,1.0,True,3
0.884,0.822,0.375,0.791,0.509,0.174,0.209,2.763,64,0.8,0.005,0.5,1.0,True,3
0.883,0.825,0.38,0.778,0.51,0.168,0.222,2.763,64,0.8,0.005,1.0,1.0,True,3
0.884,0.801,0.351,0.828,0.493,0.203,0.172,2.763,64,0.8,0.005,2.0,1.0,True,3
0.785,0.672,0.226,0.743,0.346,0.338,0.257,1.419,64,1.1,0.001,0.5,1.0,True,3
0.777,0.677,0.227,0.732,0.346,0.331,0.268,1.419,64,1.1,0.001,1.0,1.0,True,3
0.801,0.704,0.247,0.749,0.372,0.302,0.251,1.419,64,1.1,0.001,2.0,1.0,True,3
0.886,0.805,0.355,0.818,0.495,0.196,0.182,1.419,64,1.1,0.003,0.5,1.0,True,3
0.884,0.76,0.31,0.86,0.456,0.253,0.14,1.419,64,1.1,0.003,1.0,1.0,True,3
0.886,0.766,0.316,0.857,0.462,0.246,0.143,1.419,64,1.1,0.003,2.0,1.0,True,3
0.885,0.819,0.372,0.789,0.505,0.177,0.211,1.419,64,1.1,0.005,0.5,1.0,True,3
0.882,0.819,0.37,0.782,0.502,0.176,0.218,1.419,64,1.1,0.005,1.0,1.0,True,3
0.884,0.825,0.379,0.785,0.512,0.17,0.215,1.419,64,1.1,0.005,2.0,1.0,True,3
0.782,0.677,0.227,0.731,0.346,0.33,0.269,0.904,64,1.5,0.001,0.5,1.0,True,3
0.786,0.686,0.231,0.724,0.35,0.319,0.276,0.904,64,1.5,0.001,1.0,1.0,True,3
0.797,0.687,0.238,0.759,0.362,0.322,0.241,0.904,64,1.5,0.001,2.0,1.0,True,3
0.888,0.785,0.335,0.854,0.482,0.224,0.146,0.904,64,1.5,0.003,0.5,1.0,True,3
0.889,0.802,0.352,0.829,0.494,0.202,0.171,0.904,64,1.5,0.003,1.0,1.0,True,3
0.886,0.777,0.326,0.853,0.472,0.233,0.147,0.904,64,1.5,0.003,2.0,1.0,True,3
0.886,0.809,0.359,0.81,0.498,0.191,0.19,0.904,64,1.5,0.005,0.5,1.0,True,3
0.886,0.831,0.389,0.773,0.517,0.161,0.227,0.904,64,1.5,0.005,1.0,1.0,True,3
0.887,0.827,0.383,0.779,0.514,0.166,0.221,0.904,64,1.5,0.005,2.0,1.0,True,3
0.793,0.687,0.237,0.752,0.36,0.321,0.248,0.638,64,2.0,0.001,0.5,1.0,True,3
0.784,0.67,0.225,0.744,0.346,0.339,0.256,0.638,64,2.0,0.001,1.0,1.0,True,3
0.788,0.684,0.232,0.735,0.353,0.322,0.265,0.638,64,2.0,0.001,2.0,1.0,True,3
0.887,0.781,0.331,0.853,0.477,0.228,0.147,0.638,64,2.0,0.003,0.5,1.0,True,3
0.888,0.782,0.332,0.851,0.477,0.227,0.149,0.638,64,2.0,0.003,1.0,1.0,True,3
0.874,0.816,0.365,0.774,0.496,0.179,0.226,0.638,64,2.0,0.003,2.0,1.0,True,3
0.894,0.779,0.331,0.865,0.478,0.232,0.135,0.638,64,2.0,0.005,0.5,1.0,True,3
0.887,0.814,0.366,0.805,0.504,0.184,0.195,0.638,64,2.0,0.005,1.0,1.0,True,3
0.88,0.814,0.365,0.793,0.5,0.183,0.207,0.638,64,2.0,0.005,2.0,1.0,True,3
0.745,0.655,0.209,0.701,0.323,0.351,0.299,3.813,128,0.8,0.001,0.5,1.0,True,3
0.756,0.637,0.207,0.744,0.324,0.377,0.256,3.813,128,0.8,0.001,1.0,1.0,True,3
0.762,0.65,0.214,0.745,0.333,0.362,0.255,3.813,128,0.8,0.001,2.0,1.0,True,3
0.832,0.721,0.264,0.774,0.394,0.286,0.226,3.813,128,0.8,0.003,0.5,1.0,True,3
0.838,0.738,0.281,0.793,0.415,0.269,0.207,3.813,128,0.8,0.003,1.0,1.0,True,3
0.816,0.708,0.252,0.764,0.379,0.3,0.236,3.813,128,0.8,0.003,2.0,1.0,True,3
0.869,0.785,0.329,0.802,0.467,0.217,0.198,3.813,128,0.8,0.005,0.5,1.0,True,3
0.878,0.676,0.252,0.897,0.393,0.353,0.103,3.813,128,0.8,0.005,1.0,1.0,True,3
0.876,0.689,0.259,0.888,0.401,0.337,0.112,3.813,128,0.8,0.005,2.0,1.0,True,3
0.767,0.642,0.209,0.742,0.327,0.371,0.258,2.013,128,1.1,0.001,0.5,1.0,True,3
0.755,0.652,0.212,0.724,0.328,0.357,0.276,2.013,128,1.1,0.001,1.0,1.0,True,3
0.747,0.647,0.207,0.714,0.321,0.362,0.286,2.013,128,1.1,0.001,2.0,1.0,True,3
0.841,0.733,0.276,0.79,0.41,0.274,0.21,2.013,128,1.1,0.003,0.5,1.0,True,3
0.822,0.709,0.256,0.781,0.385,0.301,0.219,2.013,128,1.1,0.003,1.0,1.0,True,3
0.831,0.732,0.273,0.776,0.404,0.274,0.224,2.013,128,1.1,0.003,2.0,1.0,True,3
0.876,0.682,0.255,0.893,0.396,0.346,0.107,2.013,128,1.1,0.005,0.5,1.0,True,3
0.877,0.714,0.273,0.872,0.416,0.307,0.128,2.013,128,1.1,0.005,1.0,1.0,True,3
0.88,0.708,0.271,0.888,0.416,0.316,0.112,2.013,128,1.1,0.005,2.0,1.0,True,3
0.745,0.648,0.208,0.716,0.322,0.361,0.284,1.293,128,1.5,0.001,0.5,1.0,True,3
0.757,0.66,0.215,0.718,0.331,0.348,0.282,1.293,128,1.5,0.001,1.0,1.0,True,3
0.751,0.653,0.211,0.716,0.326,0.355,0.284,1.293,128,1.5,0.001,2.0,1.0,True,3
0.828,0.725,0.268,0.778,0.398,0.282,0.222,1.293,128,1.5,0.003,0.5,1.0,True,3
0.85,0.727,0.276,0.821,0.413,0.285,0.179,1.293,128,1.5,0.003,1.0,1.0,True,3
0.815,0.7,0.249,0.777,0.378,0.31,0.223,1.293,128,1.5,0.003,2.0,1.0,True,3
0.877,0.721,0.279,0.873,0.422,0.3,0.127,1.293,128,1.5,0.005,0.5,1.0,True,3
0.88,0.682,0.257,0.904,0.4,0.347,0.096,1.293,128,1.5,0.005,1.0,1.0,True,3
0.877,0.707,0.27,0.883,0.413,0.316,0.117,1.293,128,1.5,0.005,2.0,1.0,True,3
0.753,0.644,0.209,0.73,0.324,0.367,0.27,0.91,128,2.0,0.001,0.5,1.0,True,3
0.765,0.667,0.221,0.73,0.339,0.341,0.27,0.91,128,2.0,0.001,1.0,1.0,True,3
0.758,0.646,0.207,0.719,0.322,0.364,0.281,0.91,128,2.0,0.001,2.0,1.0,True,3
0.841,0.74,0.283,0.798,0.418,0.267,0.202,0.91,128,2.0,0.003,0.5,1.0,True,3
0.831,0.721,0.265,0.781,0.395,0.287,0.219,0.91,128,2.0,0.003,1.0,1.0,True,3
0.834,0.734,0.276,0.784,0.409,0.272,0.216,0.91,128,2.0,0.003,2.0,1.0,True,3
0.878,0.669,0.248,0.905,0.39,0.363,0.095,0.91,128,2.0,0.005,0.5,1.0,True,3
0.878,0.718,0.276,0.873,0.42,0.303,0.127,0.91,128,2.0,0.005,1.0,1.0,True,3
0.873,0.78,0.325,0.818,0.465,0.225,0.182,0.91,128,2.0,0.005,2.0,1.0,True,3
0.896,0.826,0.386,0.819,0.525,0.173,0.181,inf,16,0.0,0.001,0.0,0.5,False,3
0.897,0.829,0.39,0.827,0.53,0.171,0.173,inf,16,0.0,0.003,0.0,0.5,False,3
0.895,0.833,0.397,0.82,0.535,0.165,0.18,inf,16,0.0,0.005,0.0,0.5,False,3
0.896,0.826,0.385,0.825,0.525,0.174,0.175,inf,32,0.0,0.001,0.0,0.5,False,3
0.899,0.83,0.392,0.822,0.531,0.169,0.178,inf,32,0.0,0.003,0.0,0.5,False,3
0.9,0.826,0.387,0.837,0.53,0.175,0.163,inf,32,0.0,0.005,0.0,0.5,False,3
0.899,0.82,0.377,0.826,0.518,0.181,0.174,inf,64,0.0,0.001,0.0,0.5,False,3
0.9,0.83,0.392,0.82,0.53,0.169,0.18,inf,64,0.0,0.003,0.0,0.5,False,3
0.901,0.826,0.385,0.823,0.525,0.174,0.177,inf,64,0.0,0.005,0.0,0.5,False,3
0.898,0.823,0.383,0.836,0.526,0.178,0.164,inf,128,0.0,0.001,0.0,0.5,False,3
0.901,0.816,0.374,0.843,0.518,0.187,0.157,inf,128,0.0,0.003,0.0,0.5,False,3
0.899,0.814,0.37,0.839,0.513,0.19,0.161,inf,128,0.0,0.005,0.0,0.5,False,3
0.873,0.787,0.332,0.811,0.471,0.216,0.189,2.114,16,0.8,0.001,0.5,0.5,True,3
0.87,0.8,0.344,0.786,0.479,0.199,0.214,2.114,16,0.8,0.001,1.0,0.5,True,3
0.866,0.782,0.324,0.794,0.461,0.219,0.206,2.114,16,0.8,0.001,2.0,0.5,True,3
0.892,0.837,0.398,0.763,0.523,0.153,0.237,2.114,16,0.8,0.003,0.5,0.5,True,3
0.892,0.811,0.365,0.827,0.507,0.191,0.173,2.114,16,0.8,0.003,1.0,0.5,True,3
0.892,0.822,0.378,0.801,0.513,0.175,0.199,2.114,16,0.8,0.003,2.0,0.5,True,3
0.89,0.818,0.371,0.792,0.505,0.178,0.208,2.114,16,0.8,0.005,0.5,0.5,True,3
0.885,0.825,0.379,0.778,0.51,0.169,0.222,2.114,16,0.8,0.005,1.0,0.5,True,3
0.889,0.825,0.382,0.797,0.516,0.171,0.203,2.114,16,0.8,0.005,2.0,0.5,True,3
0.862,0.796,0.336,0.768,0.468,0.201,0.232,1.058,16,1.1,0.001,0.5,0.5,True,3
0.866,0.801,0.345,0.783,0.479,0.197,0.217,1.058,16,1.1,0.001,1.0,0.5,True,3
0.873,0.805,0.352,0.797,0.489,0.194,0.203,1.058,16,1.1,0.001,2.0,0.5,True,3
0.89,0.82,0.374,0.8,0.51,0.177,0.2,1.058,16,1.1,0.003,0.5,0.5,True,3
0.897,0.824,0.381,0.807,0.518,0.174,0.193,1.058,16,1.1,0.003,1.0,0.5,True,3
0.894,0.825,0.382,0.801,0.517,0.172,0.199,1.058,16,1.1,0.003,2.0,0.5,True,3
0.895,0.824,0.381,0.815,0.52,0.175,0.185,1.058,16,1.1,0.005,0.5,0.5,True,3
0.894,0.826,0.384,0.808,0.52,0.172,0.192,1.058,16,1.1,0.005,1.0,0.5,True,3
0.891,0.834,0.395,0.783,0.525,0.159,0.217,1.058,16,1.1,0.005,2.0,0.5,True,3
0.868,0.806,0.351,0.778,0.484,0.19,0.222,0.643,16,1.5,0.001,0.5,0.5,True,3
0.858,0.776,0.317,0.796,0.454,0.227,0.204,0.643,16,1.5,0.001,1.0,0.5,True,3
0.873,0.805,0.351,0.788,0.486,0.193,0.212,0.643,16,1.5,0.001,2.0,0.5,True,3
0.889,0.826,0.382,0.794,0.516,0.17,0.206,0.643,16,1.5,0.003,0.5,0.5,True,3
0.893,0.835,0.396,0.781,0.525,0.158,0.219,0.643,16,1.5,0.003,1.0,0.5,True,3
0.889,0.81,0.362,0.816,0.501,0.191,0.184,0.643,16,1.5,0.003,2.0,0.5,True,3
0.881,0.795,0.342,0.811,0.481,0.207,0.189,0.643,16,1.5,0.005,0.5,0.5,True,3
0.881,0.798,0.345,0.807,0.484,0.203,0.193,0.643,16,1.5,0.005,1.0,0.5,True,3
0.899,0.822,0.38,0.822,0.52,0.178,0.178,0.643,16,1.5,0.005,2.0,0.5,True,3
0.867,0.811,0.356,0.766,0.486,0.183,0.234,0.449,16,2.0,0.001,0.5,0.5,True,3
0.871,0.793,0.338,0.799,0.475,0.207,0.201,0.449,16,2.0,0.001,1.0,0.5,True,3
0.866,0.783,0.325,0.8,0.463,0.22,0.2,0.449,16,2.0,0.001,2.0,0.5,True,3
0.886,0.825,0.378,0.774,0.508,0.168,0.226,0.449,16,2.0,0.003,0.5,0.5,True,3
0.891,0.805,0.357,0.83,0.499,0.198,0.17,0.449,16,2.0,0.003,1.0,0.5,True,3
0.885,0.825,0.379,0.78,0.51,0.169,0.22,0.449,16,2.0,0.003,2.0,0.5,True,3
0.894,0.849,0.418,0.748,0.536,0.138,0.252,0.449,16,2.0,0.005,0.5,0.5,True,3
0.885,0.81,0.362,0.813,0.501,0.19,0.187,0.449,16,2.0,0.005,1.0,0.5,True,3
0.884,0.816,0.367,0.797,0.503,0.182,0.203,0.449,16,2.0,0.005,2.0,0.5,True,3
0.798,0.713,0.251,0.73,0.373,0.289,0.27,2.763,32,0.8,0.001,0.5,0.5,True,3
0.771,0.683,0.226,0.704,0.342,0.32,0.296,2.763,32,0.8,0.001,1.0,0.5,True,3
0.797,0.707,0.248,0.743,0.372,0.298,0.257,2.763,32,0.8,0.001,2.0,0.5,True,3
0.885,0.782,0.331,0.848,0.476,0.227,0.152,2.763,32,0.8,0.003,0.5,0.5,True,3
0.886,0.789,0.338,0.837,0.481,0.218,0.163,2.763,32,0.8,0.003,1.0,0.5,True,3
0.883,0.79,0.338,0.828,0.48,0.215,0.172,2.763,32,0.8,0.003,2.0,0.5,True,3
0.886,0.817,0.369,0.802,0.506,0.181,0.198,2.763,32,0.8,0.005,0.5,0.5,True,3
0.888,0.774,0.323,0.855,0.469,0.237,0.145,2.763,32,0.8,0.005,1.0,0.5,True,3
0.892,0.772,0.323,0.865,0.47,0.24,0.135,2.763,32,0.8,0.005,2.0,0.5,True,3
0.785,0.695,0.235,0.716,0.354,0.308,0.284,1.419,32,1.1,0.001,0.5,0.5,True,3
0.791,0.696,0.238,0.729,0.359,0.308,0.271,1.419,32,1.1,0.001,1.0,0.5,True,3
0.795,0.701,0.243,0.736,0.366,0.303,0.264,1.419,32,1.1,0.001,2.0,0.5,True,3
0.884,0.776,0.323,0.841,0.467,0.233,0.159,1.419,32,1.1,0.003,0.5,0.5,True,3
0.884,0.777,0.326,0.844,0.47,0.232,0.156,1.419,32,1.1,0.003,1.0,0.5,True,3
0.885,0.8,0.35,0.833,0.493,0.205,0.167,1.419,32,1.1,0.003,2.0,0.5,True,3
0.869,0.815,0.362,0.763,0.491,0.178,0.237,1.419,32,1.1,0.005,0.5,0.5,True,3
0.885,0.788,0.337,0.835,0.48,0.218,0.165,1.419,32,1.1,0.005,1.0,0.5,True,3
0.887,0.793,0.343,0.838,0.487,0.213,0.162,1.419,32,1.1,0.005,2.0,0.5,True,3
0.799,0.71,0.248,0.727,0.369,0.293,0.273,0.904,32,1.5,0.001,0.5,0.5,True,3
0.777,0.682,0.226,0.707,0.342,0.322,0.293,0.904,32,1.5,0.001,1.0,0.5,True,3
0.781,0.694,0.236,0.724,0.356,0.31,0.276,0.904,32,1.5,0.001,2.0,0.5,True,3
0.883,0.79,0.339,0.836,0.483,0.216,0.164,0.904,32,1.5,0.003,0.5,0.5,True,3
0.885,0.783,0.331,0.836,0.474,0.224,0.164,0.904,32,1.5,0.003,1.0,0.5,True,3
0.884,0.762,0.313,0.864,0.46,0.251,0.136,0.904,32,1.5,0.003,2.0,0.5,True,3
0.88,0.762,0.31,0.847,0.454,0.249,0.153,0.904,32,1.5,0.005,0.5,0.5,True,3
0.89,0.758,0.31,0.874,0.458,0.258,0.126,0.904,32,1.5,0.005,1.0,0.5,True,3
0.889,0.74,0.297,0.891,0.445,0.28,0.109,0.904,32,1.5,0.005,2.0,0.5,True,3
0.779,0.687,0.231,0.716,0.349,0.317,0.284,0.638,32,2.0,0.001,0.5,0.5,True,3
0.789,0.701,0.241,0.723,0.362,0.302,0.277,0.638,32,2.0,0.001,1.0,0.5,True,3
0.807,0.728,0.262,0.729,0.385,0.272,0.271,0.638,32,2.0,0.001,2.0,0.5,True,3
0.878,0.813,0.362,0.792,0.497,0.185,0.208,0.638,32,2.0,0.003,0.5,0.5,True,3
0.864,0.799,0.341,0.771,0.473,0.198,0.229,0.638,32,2.0,0.003,1.0,0.5,True,3
0.884,0.791,0.339,0.83,0.482,0.214,0.17,0.638,32,2.0,0.003,2.0,0.5,True,3
0.883,0.793,0.341,0.825,0.482,0.211,0.175,0.638,32,2.0,0.005,0.5,0.5,True,3
0.889,0.785,0.334,0.842,0.479,0.222,0.158,0.638,32,2.0,0.005,1.0,0.5,True,3
0.882,0.828,0.383,0.764,0.51,0.163,0.236,0.638,32,2.0,0.005,2.0,0.5,True,3
0.753,0.651,0.212,0.732,0.329,0.36,0.268,3.813,64,0.8,0.001,0.5,0.5,True,3
0.763,0.668,0.221,0.731,0.34,0.34,0.269,3.813,64,0.8,0.001,1.0,0.5,True,3
0.758,0.652,0.212,0.724,0.328,0.357,0.276,3.813,64,0.8,0.001,2.0,0.5,True,3
0.846,0.768,0.305,0.769,0.437,0.232,0.231,3.813,64,0.8,0.003,0.5,0.5,True,3
0.832,0.754,0.289,0.754,0.418,0.246,0.246,3.813,64,0.8,0.003,1.0,0.5,True,3
0.846,0.738,0.282,0.802,0.418,0.27,0.198,3.813,64,0.8,0.003,2.0,0.5,True,3
0.881,0.803,0.352,0.813,0.491,0.198,0.187,3.813,64,0.8,0.005,0.5,0.5,True,3
0.879,0.787,0.335,0.831,0.478,0.218,0.169,3.813,64,0.8,0.005,1.0,0.5,True,3
0.872,0.718,0.275,0.866,0.418,0.302,0.134,3.813,64,0.8,0.005,2.0,0.5,True,3
0.753,0.652,0.209,0.71,0.323,0.356,0.29,2.013,64,1.1,0.001,0.5,0.5,True,3
0.742,0.655,0.212,0.717,0.327,0.353,0.283,2.013,64,1.1,0.001,1.0,0.5,True,3
0.763,0.654,0.214,0.733,0.331,0.356,0.267,2.013,64,1.1,0.001,2.0,0.5,True,3
0.84,0.753,0.291,0.775,0.424,0.25,0.225,2.013,64,1.1,0.003,0.5,0.5,True,3
0.797,0.684,0.234,0.75,0.357,0.325,0.25,2.013,64,1.1,0.003,1.0,0.5,True,3
0.816,0.713,0.257,0.769,0.385,0.295,0.231,2.013,64,1.1,0.003,2.0,0.5,True,3
0.876,0.777,0.323,0.827,0.465,0.229,0.173,2.013,64,1.1,0.005,0.5,0.5,True,3
0.875,0.795,0.341,0.804,0.479,0.206,0.196,2.013,64,1.1,0.005,1.0,0.5,True,3
0.874,0.809,0.356,0.785,0.49,0.188,0.215,2.013,64,1.1,0.005,2.0,0.5,True,3
0.754,0.662,0.217,0.723,0.333,0.346,0.277,1.293,64,1.5,0.001,0.5,0.5,True,3
0.762,0.667,0.22,0.729,0.338,0.342,0.271,1.293,64,1.5,0.001,1.0,0.5,True,3
0.758,0.646,0.212,0.746,0.33,0.367,0.254,1.293,64,1.5,0.001,2.0,0.5,True,3
0.831,0.723,0.267,0.785,0.399,0.285,0.215,1.293,64,1.5,0.003,0.5,0.5,True,3
0.825,0.729,0.268,0.761,0.397,0.275,0.239,1.293,64,1.5,0.003,1.0,0.5,True,3
0.818,0.715,0.258,0.767,0.386,0.292,0.233,1.293,64,1.5,0.003,2.0,0.5,True,3
0.879,0.77,0.318,0.839,0.461,0.239,0.161,1.293,64,1.5,0.005,0.5,0.5,True,3
0.877,0.766,0.313,0.839,0.456,0.244,0.161,1.293,64,1.5,0.005,1.0,0.5,True,3
0.88,0.794,0.342,0.819,0.482,0.209,0.181,1.293,64,1.5,0.005,2.0,0.5,True,3
0.745,0.646,0.207,0.716,0.321,0.363,0.284,0.91,64,2.0,0.001,0.5,0.5,True,3
0.751,0.661,0.214,0.71,0.329,0.345,0.29,0.91,64,2.0,0.001,1.0,0.5,True,3
0.757,0.671,0.22,0.709,0.335,0.334,0.291,0.91,64,2.0,0.001,2.0,0.5,True,3
0.844,0.713,0.265,0.819,0.4,0.301,0.181,0.91,64,2.0,0.003,0.5,0.5,True,3
0.845,0.741,0.284,0.797,0.418,0.266,0.203,0.91,64,2.0,0.003,1.0,0.5,True,3
0.832,0.739,0.277,0.765,0.406,0.265,0.235,0.91,64,2.0,0.003,2.0,0.5,True,3
0.88,0.738,0.292,0.871,0.438,0.279,0.129,0.91,64,2.0,0.005,0.5,0.5,True,3
0.877,0.811,0.359,0.787,0.493,0.186,0.213,0.91,64,2.0,0.005,1.0,0.5,True,3
0.877,0.791,0.338,0.815,0.477,0.212,0.185,0.91,64,2.0,0.005,2.0,0.5,True,3
0.718,0.642,0.2,0.687,0.31,0.363,0.313,5.525,128,0.8,0.001,0.5,0.5,True,3
0.722,0.626,0.193,0.691,0.302,0.383,0.309,5.525,128,0.8,0.001,1.0,0.5,True,3
0.743,0.633,0.202,0.727,0.317,0.379,0.273,5.525,128,0.8,0.001,2.0,0.5,True,3
0.769,0.661,0.218,0.733,0.336,0.349,0.267,5.525,128,0.8,0.003,0.5,0.5,True,3
0.773,0.667,0.222,0.737,0.341,0.342,0.263,5.525,128,0.8,0.003,1.0,0.5,True,3
0.768,0.665,0.22,0.734,0.339,0.344,0.266,5.525,128,0.8,0.003,2.0,0.5,True,3
0.822,0.751,0.282,0.732,0.408,0.246,0.268,5.525,128,0.8,0.005,0.5,0.5,True,3
0.811,0.688,0.241,0.775,0.367,0.324,0.225,5.525,128,0.8,0.005,1.0,0.5,True,3
0.809,0.699,0.246,0.76,0.371,0.309,0.24,5.525,128,0.8,0.005,2.0,0.5,True,3
0.724,0.652,0.204,0.682,0.314,0.352,0.318,2.918,128,1.1,0.001,0.5,0.5,True,3
0.724,0.65,0.199,0.661,0.306,0.352,0.339,2.918,128,1.1,0.001,1.0,0.5,True,3
0.733,0.635,0.198,0.697,0.309,0.373,0.303,2.918,128,1.1,0.001,2.0,0.5,True,3
0.774,0.667,0.221,0.734,0.34,0.342,0.266,2.918,128,1.1,0.003,0.5,0.5,True,3
0.777,0.679,0.228,0.728,0.347,0.327,0.272,2.918,128,1.1,0.003,1.0,0.5,True,3
0.78,0.684,0.23,0.724,0.349,0.321,0.276,2.918,128,1.1,0.003,2.0,0.5,True,3
0.816,0.701,0.25,0.776,0.378,0.309,0.224,2.918,128,1.1,0.005,0.5,0.5,True,3
0.816,0.708,0.254,0.775,0.383,0.301,0.225,2.918,128,1.1,0.005,1.0,0.5,True,3
0.803,0.697,0.245,0.763,0.371,0.312,0.237,2.918,128,1.1,0.005,2.0,0.5,True,3
0.734,0.646,0.203,0.694,0.314,0.36,0.306,1.86,128,1.5,0.001,0.5,0.5,True,3
0.717,0.626,0.191,0.679,0.298,0.381,0.321,1.86,128,1.5,0.001,1.0,0.5,True,3
0.728,0.636,0.198,0.692,0.308,0.371,0.308,1.86,128,1.5,0.001,2.0,0.5,True,3
0.767,0.675,0.223,0.718,0.341,0.331,0.282,1.86,128,1.5,0.003,0.5,0.5,True,3
0.769,0.665,0.22,0.734,0.339,0.344,0.266,1.86,128,1.5,0.003,1.0,0.5,True,3
0.773,0.672,0.223,0.723,0.34,0.335,0.277,1.86,128,1.5,0.003,2.0,0.5,True,3
0.805,0.677,0.234,0.772,0.359,0.336,0.228,1.86,128,1.5,0.005,0.5,0.5,True,3
0.82,0.711,0.255,0.767,0.383,0.297,0.233,1.86,128,1.5,0.005,1.0,0.5,True,3
0.798,0.671,0.229,0.767,0.353,0.341,0.233,1.86,128,1.5,0.005,2.0,0.5,True,3
0.737,0.655,0.208,0.695,0.32,0.351,0.305,1.302,128,2.0,0.001,0.5,0.5,True,3
0.731,0.655,0.207,0.688,0.318,0.349,0.312,1.302,128,2.0,0.001,1.0,0.5,True,3
0.74,0.65,0.207,0.703,0.32,0.357,0.297,1.302,128,2.0,0.001,2.0,0.5,True,3
0.762,0.667,0.219,0.721,0.336,0.34,0.279,1.302,128,2.0,0.003,0.5,0.5,True,3
0.771,0.674,0.223,0.721,0.341,0.332,0.279,1.302,128,2.0,0.003,1.0,0.5,True,3
0.784,0.673,0.228,0.753,0.351,0.337,0.247,1.302,128,2.0,0.003,2.0,0.5,True,3
0.806,0.695,0.244,0.763,0.369,0.314,0.237,1.302,128,2.0,0.005,0.5,0.5,True,3
0.812,0.719,0.257,0.745,0.383,0.285,0.255,1.302,128,2.0,0.005,1.0,0.5,True,3
0.811,0.729,0.265,0.744,0.391,0.273,0.256,1.302,128,2.0,0.005,2.0,0.5,True,3
0.885,0.819,0.373,0.802,0.509,0.179,0.198,inf,16,0.0,0.001,0.0,0.1,False,3
0.885,0.795,0.345,0.839,0.489,0.211,0.161,inf,16,0.0,0.003,0.0,0.1,False,3
0.882,0.805,0.353,0.802,0.49,0.195,0.198,inf,16,0.0,0.005,0.0,0.1,False,3
0.882,0.825,0.381,0.797,0.516,0.171,0.203,inf,32,0.0,0.001,0.0,0.1,False,3
0.887,0.83,0.388,0.791,0.521,0.165,0.209,inf,32,0.0,0.003,0.0,0.1,False,3
